country,year,sex,list,cause,cdr
GBRTENW,2007,1,interm,76,118
GBRTENW,2007,1,interm,77,115
GBRTENW,2007,1,interm,78,36
GBRTENW,2007,1,interm,79,24
GBRTENW,2007,1,interm,80,22
GBRTENW,2007,1,interm,81,24
GBRTENW,2007,1,interm,82,51
GBRTENW,2007,1,interm,83,22
GBRTENW,2007,1,interm,84,49
GBRTENW,2007,1,interm,85,14
GBRTENW,2007,1,interm,86,57
GBRTENW,2007,1,interm,87,99
GBRTENW,2007,1,interm,88,8
GBRTENW,2007,1,interm,89,0
GBRTENW,2007,1,interm,90,39
GBRTENW,2007,1,interm,91,37
GBRTENW,2007,1,interm,92,5
GBRTENW,2007,1,interm,93,84
GBRTENW,2007,1,interm,94,62
GBRTENW,2007,1,interm,95,6
GBRTENW,2007,1,interm,96,5
GBRTENW,2007,1,interm,97,7
GBRTENW,2007,1,interm,98,30
GBRTENW,2007,1,interm,99,12
